Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
Arizona Safe Patient Handling Summit 2026,"Join our Safe Patient Handling event! Master care techniques, reduce risks, earn Nursing and APTA credits, and transform patient care. 🌟 🚀 🔍 💪 🔍 🌈 📚 🎉 Join us for this exhilarating event where learning, skill-building, and professional growth come together in a celebration of safe patient handling! 🌟 Provider approved by the California Board of Registered Nursing, Provider # 17497, Contact Hours It is the certified professional’s responsibility to retain this document for a period of 7 years after the course is completed. Craigmile Health Solutions LLC, 119 County Rt 6, Phoenix, NY 13135",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F660808509%2F16349302571%2F1%2Foriginal.20231219-144050?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C25%2C800%2C400&s=4940b5cd04cea6d76ef6704d3cbff92c,04/30/2026,07:30 AM,04/30/2026,04:30 PM,GateWay Community College-18th Street,555 North 18th Street,Phoenix,AZ,85006,https://www.eventbrite.com/e/arizona-safe-patient-handling-summit-2026-tickets-1980572246906
22nd Annual Kappa League Scholarship and Awards Showcase,"Get ready for the 22nd Annual Kappa League Scholarship and Awards Showcase - a night of celebrating achievements and supporting education! Kappa League is not just an organization; it's a movement dedicated to empowering young men across the valley. Through mentorship, career opportunities, and exposure, Kappa League instills values of leadership, personal growth, and academic excellence in its members. Our program brings together successful men with 6th – 12th grade male students from diverse backgrounds, nurturing their potential and guiding them towards a brighter future. The Annual Kappa League Showcase is the end-of-year celebration highlighting the accomplishments of the Kappa League Scholars. It serves as an opportunity for the Scholars to showcase skills they've learned during the program. It's also an opportunity to raise funds for the Kappa League program to ensure the programs continued success Da’Shaun Holmes, a proud native of St. Petersburg, FL, is a shining example of what focus, drive, and a passion for learning can accomplish. At The Canterbury School of Florida, he distinguished himself early—excelling academically while actively contributing to organizations such as Mu Alpha Theta and the Science National Honor Society. With a clear vision for his future, Da’Shaun pursued Mechanical Engineering at Florida Atlantic University, where his dedication and ingenuity quickly set him apart. In December 2023, he earned his bachelor’s degree and made history at FAU’s Senior Design Showcase, becoming the first student to win both the People’s Choice Award and the Judge’s Choice Award for his innovative senior project. Before crossing the graduation stage, Da’Shaun was selected for a competitive internship with Honeywell Aerospace in Phoenix, AZ, where he trained as an Advanced Manufacturing Engineer. His performance led to a full-time offer in his hometown—but his ambition didn’t stop there. Recognizing where he could make the greatest impact, Da’Shaun returned to Arizona, earning a promotion and continuing to excel in his engineering career. Today, Da’Shaun not only stands as a rising leader in aerospace engineering but also as a proud member of Kappa Alpha Psi Fraternity, Inc., embracing excellence, achievement, and service in everything he pursues",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175600509%2F2118214731093%2F1%2Foriginal.20260122-222935?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.498&fp-y=0.363&s=58f93443863ee6e7cdb3eba446685891,05/16/2026,06:00 PM,05/16/2026,09:00 PM,George Washington Carver Museum and Cultural Center,415 East Grant Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/22nd-annual-kappa-league-scholarship-and-awards-showcase-tickets-1977564687214
Drifting Roots,"Drifting Roots w/ special guests The Tones, and The Conveyors",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174077589%2F269527761274%2F1%2Foriginal.20260106-053322?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f1d0ddf06ad15ebff25d704d4f9734b2,05/07/2026,07:30 PM,05/07/2026,,Last Exit Live,717 S. Central Ave,Phoenix,AZ,85004,https://www.eventbrite.com/e/drifting-roots-tickets-1979840008762
"The Choirs at Phoenix College present ""Coronation""","The last performance of the season features the stately and iconic ""Coronation Mass"" and the Piano Concert No. 14 by Wolfgang Amadeus Mozart",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1060916123%2F104462088559%2F1%2Foriginal.20250626-050430?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=88f167361e3a4d108273a2c0461c7f8a,05/05/2026,07:30 PM,05/05/2026,09:00 PM,Bulpitt Auditorium,1202 West Thomas Road,Phoenix,AZ,85013,https://www.eventbrite.com/e/the-choirs-at-phoenix-college-present-coronation-tickets-1435970258699
TECHSPO Phoenix 2026 Technology Expo (Internet ~ AdTech ~ MarTech),"TECHSPO Phoenix Technology Expo (Internet ~ Mobile ~ AdTech ~ MarTech ~ SaaS) - June 11 - 12, 2026 - Phoenix, AZ Step into the future at Here’s why you can’t miss it: Now in its Alongside TECHSPO, attendees also have exclusive access to 👉 For complete event details, visit: Get ready to explore these exciting zones at The Visitor Pass does NOT include: The Training Pass does NOT include: The All Access Pass does NOT include: For the best onsite experience a 1-Day Training Pass, 2-Day All Access Pass or 2-Day VIP Pass is recommended. Are you ready to experience ⚡",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1165052763%2F167645577512%2F1%2Foriginal.20251029-020118?w=600&auto=format%2Ccompress&q=75&sharp=10&s=0d725eb338dbb4c21b46eeaf82966ecd,06/11/2026,,06/12/2026,09:00 AM,Hyatt Regency Phoenix,122 North 2nd Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/techspo-phoenix-2026-technology-expo-internet-adtech-martech-tickets-1653506605769
Fantastic,"High energy warehouse event featuring top house and EDM DJ's, dancers, fire performers, and immersive vibes until sunrise. Step into a high energy warehouse experience designed to bring people together through music, movement, and connection. This is a Three stage event featuring a powerful collaboration of nightlife producers, promoters, and DJ's delivering house, EDM, and late-night circuit energy from 10PM until sunrise. The mainstage will deliver the heartbeat of the night, while a transformed party bus stage offers an intimate high intensity dance experience, and a Big Black Bus Stage will provide a karaoke escape to live your best popstar life. Throughout the evening and early morning attendees can expect: Gogo performers Fire performers A fully immersed lighting experience Food and Beverage trucks Pop-up venders Outdoor space This event is about more than muisc. It is about creating a safe, inclusive space where different communities intersect, house heads, ravers, circuit lovers, allies, and newcomers alike. Come dressed to express. Come ready to move. Come ready to connect. This is not just a party. It's a moment. It's new memories made for a lifetime.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179629819%2F2993726637568%2F1%2Foriginal.20260311-203008?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.027&fp-y=0.75&s=11c39bf2204657cbbfa5394e2ee4a6b2,05/08/2026,,05/09/2026,10:00 PM,The Fillmore,2130 West Fillmore Street,Phoenix,AZ,85009,https://www.eventbrite.com/e/fantastic-tickets-1984203316533
9th Arizona School IPM Conference In Person,"An event for anyone involved or interested in safe and effective pest management in community environments. The conference is a great opportunity for continuing education, professional development and networking for all persons who live and work in community environments (schools and institutions, landscape, turf, parks and rec, and more. This year, we don't have the Indoor and Outdoor tracks. Instead, both days will have talks that apply to all community environments. Choose the day(s) that work best for you. Check out our agendas to make your choices. View agendas here:",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F709274069%2F618125308563%2F1%2Foriginal.20240301-164431?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1800%2C900&s=622492890777ab806e5a26450f1444bd,04/21/2026,,04/22/2026,07:00 AM,"Cooperative Extension Office, Phoenix",4341 E Broadway Rd.,Phoenix,AZ,85040,https://www.eventbrite.com/e/9th-arizona-school-ipm-conference-in-person-tickets-1983820789384
Coffee at the Capitol + Lunch & Learn: Lawmaker Panel,"Join ASBA for a full day of small business advocacy at the Arizona State Capitol. ASBA is Arizona’s small business ally at the State Legislature, working to ensure the voice of small business is heard on the issues that matter most. Start the day with Coffee at the Capitol, a casual outdoor gathering where small business owners, community leaders, legislators, and legislative staff can connect during the current legislative session. This free morning event is a great opportunity to build relationships, have meaningful conversations, and engage directly around the policy issues impacting Arizona’s small business community. Complimentary coffee and networking included. In the afternoon, continue the conversation with our Lunch & Learn: Lawmaker Panel, followed by an Advocacy Training led by ASBA’s new CEO, Steve Kaiser, former Arizona State Senator and public policy expert. This ticketed afternoon session will take place indoors and is limited to 40 attendees on a first-come, first-served basis. Lunch is included with the price of admission, and ASBA members receive a reduced ticket price.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176178493%2F188640354357%2F1%2Foriginal.20260129-171416?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=d85d3f458729a52c318d52096f4bef1a,04/16/2026,09:00 AM,04/16/2026,01:00 PM,Arizona State Capitol - Senate Lawn,1700 West Washington Street,Phoenix,AZ,85007,https://www.eventbrite.com/e/coffee-at-the-capitol-lunch-learn-lawmaker-panel-tickets-1981947205444
Dirty Bits Adult Storytelling Show!,"Eight storytellers share their most fantastic, bawdy, no holds barred, hilarious, R-rated stories. This local favorite is like no other show Dirty Bits is the Valley's first R-rated live storytelling show, featuring eight-minute curated stories for adults. We are Created and hosted by seasoned storyteller Carly Davis, and Improvisational theater guru Chris Hooper.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1061619203%2F49366455044%2F1%2Foriginal.20250627-003447?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=7602c6cae6ca6227c47637e5bab15ba0,04/17/2026,07:00 PM,04/17/2026,09:00 PM,Phoenix Center for the Arts,1202 North 3rd Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/dirty-bits-adult-storytelling-show-tickets-1983891398578
"P.L.A.N. Appraiser & Umpire Certification Course, Phoenix Arizona",Join The Property Loss Appraisal Network May 4th -May 8th 2026 as we battle the Wild Wild West of Appraisal in Phoenix AZ. ********************************************************************************************************,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F392227149%2F157088796733%2F1%2Foriginal.20220812-015933?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C62%2C2000%2C1000&s=5641ccedc9703d14a7b721e1926a2378,05/04/2026,,05/08/2026,08:30 AM,Hilton Phoenix Airport,2435 South 47th Street,Phoenix,AZ,85034,https://www.eventbrite.com/e/plan-appraiser-umpire-certification-course-phoenix-arizona-tickets-1335424483579
Healthcare and Business Networking | Elevating Your Potential - Phoenix,"Strive welcomes you to 'Healthcare and Business Networking',an event for tenured and newcomers at The Grand!Event is 21+. Limited Tickets. Strive welcomes you to 'Healthcare and Business Networking', Phoenix's hottest networking event! We are set in the perfect central location in Downtown for all to join. Are you interested in healthcare and business? Want to elevate your career? Meet Medical Professionals, Consultants, Researchers, Pioneers in the Field, and more who are active in the space or are eager to get started. Pack some business cards and come with an open mind! Meet your future business partners, employers, coworkers, investors, and friends. You don't want to miss this opportunity to expand your network and create a brighter future. We will have a space for our event to check-in. The event will go from 6:00 PM - 8:00 PM(feel free to come at any point in this timeframe). Name tags will be provided. Business casual dress code. Job fair attire. We look forward to meeting you at the event! Sincerely, Strive Networking Team",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F920659133%2F2244249934723%2F1%2Foriginal.20241219-222707?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.483901515152&fp-y=0.512417218543&s=50de68ec8321c3b3e9331fd366f95877,04/29/2026,06:00 PM,04/29/2026,08:00 PM,The Grand,718 North Central Avenue,Phoenix,AZ,85004,https://www.eventbrite.com/e/healthcare-and-business-networking-elevating-your-potential-phoenix-tickets-1981591806436
AVPA Conference 2026,"Join us at the AVPA Conference 2026 for a day filled with networking, learning, and fun! This is an opportunity for Join us for an exciting event with engaging speakers, networking opportunities, fun, and lunch! The conference will be held at the Mark your calendars for OR",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F950183353%2F835122781913%2F1%2Foriginal.20250201-123851?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.489293878729&fp-y=0.458381537235&s=692663f672da35bf95fba86f890b6f25,05/01/2026,09:00 AM,05/01/2026,04:00 PM,University of Phoenix,4035 South Riverpoint Parkway,Phoenix,AZ,85040,https://www.eventbrite.com/e/avpa-conference-2026-tickets-1982400258538
First Friday Activation: Comic Pitch with Damon Begay,"Share your comics with local artists in a casual cafe setting, get real peer feedback, and leave with notes to improve your work. Meet other local comic artists by sharing your comics in either preproduction or printed. We'll set it up as a casual cafe setting allowing people to pick up your comics to read. Then everyone will be able to leave notes for everyone who submitted comics to be reviewed. By the end of the workshop you'll have real feedback on your comics. Bring you're portfolio and or printed comic!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176010361%2F176555301035%2F1%2Foriginal.20260127-234956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.505&fp-y=0.192&s=9141bac8f85d5fb83300109a9af64ec4,05/01/2026,06:00 PM,05/01/2026,08:00 PM,Phoenix Center for the Arts,1202 North 3rd Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/first-friday-activation-comic-pitch-with-damon-begay-tickets-1981814678051
Fracture Point,"Fracture Point w/ God Hammered, Buried, Wrath of Eden",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177350050%2F269527761274%2F1%2Foriginal.20260212-044604?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.494&fp-y=0.128&s=8d548c6dc8f7b9f2f876196b681d97eb,05/08/2026,07:30 PM,05/08/2026,,Last Exit Live,717 S. Central Ave,Phoenix,AZ,85004,https://www.eventbrite.com/e/fracture-point-tickets-1982942465293
Pediatric International Trauma Life Support Course (PITLS),"Phoenix Children’s Trauma Program is sponsoring a Pediatric ITLS course on May 17, 2026. Phoenix Children’s Trauma Program is sponsoring the upcoming Pediatric ITLS (International Trauma Life Support) course, Sunday, May 17, 2026. This course will focus on the special needs of young trauma patients. In 8 hours, you will learn the principles of proper assessment, management, critical interventions, patient packaging and rapid transport. Practice patient assessment and management on actual “live” children at our skill stations. For more information contact Lisa Dowrick, ldowrick@phoenixchildrens.com or 602-933-3817.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F968907213%2F198877301866%2F1%2Foriginal.20250225-143115?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=48335f1a4a7b8d61fdd834951963d157,05/17/2026,09:00 AM,05/17/2026,06:00 PM,Phoenix Children's Conference Center,2632 North 20th Street,Phoenix,AZ,85006,https://www.eventbrite.com/e/pediatric-international-trauma-life-support-course-pitls-tickets-1778671577569
Embracing Your Journey Expo April 18th 2026,"Celebrate Earth Day with local businesses, learn how to live healthier and balance body, mind and spirit at the Embracing Your Journey Expo. The first Embracing Your Journey Expo for 2026 is a great place to celebrate Earth Day and explore new ways to live a healthier lifestyle while balancing your life in body, mind and spirit. Get support on your path of learning, growing and discovering. Find unique gifts and services, with local businesses. Try a sampling of new and different ideas and products and network with like-minded people. Free lectures add learning and fun to this family friendly event.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1178625976%2F149423575167%2F1%2Foriginal.20260227-172244?w=600&auto=format%2Ccompress&q=75&sharp=10&s=bdf4472b10b0110bd6b7a8a4b920fa52,04/18/2026,10:00 AM,04/18/2026,05:00 PM,New Vision Center for Spiritual Living,18010 North Tatum Boulevard,Phoenix,AZ,85032,https://www.eventbrite.com/e/embracing-your-journey-expo-april-18th-2026-tickets-1984159384130
The She E O Collective,"The She E O Collective is a fun filled day combining real life education while building community. Get ready to join an amazing in-person gathering where inspiring women come together to connect, empower, and celebrate each other's journeys. Whether you're looking to build meaningful relationships or find your tribe, The She E O Collective is the place to be. Expect good vibes, lively chats, and a supportive crew cheering you on. Don’t miss out on this fantastic opportunity to meet fellow boss ladies and share your story!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175874335%2F344161357825%2F1%2Foriginal.20260126-194701?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=21b49b4637a519112c104fcadc1c7dca,04/18/2026,09:00 AM,04/18/2026,04:00 PM,5355 E High St,5355 East High Street,Phoenix,AZ,85054,https://www.eventbrite.com/e/the-she-e-o-collective-tickets-1981600115288
Ancestral Artistry-2026 Arizona Architectural Film Showcase,"The film explores the legacy of Black craftsmen and builders whose artistry shaped Louisiana and New Orleans unique history and culture. Produced by the Louisiana Architecture Foundation, this film explores the legacy of Black craftsmen and builders whose artistry shaped Louisiana’s architectural identity. The film explores a centuries-old legacy rooted in craftsmanship, culture, and resilience—a story that begins over 300 years ago with the arrival of enslaved Africans in French colonial Louisiana. These individuals brought with them not only strength and endurance, but deep knowledge in building trades like carpentry, masonry, iron smithing, and plasterwork. Their skill shaped the physical and cultural landscape of Louisiana in profound and lasting ways. Over generations, these trades were passed down through families and communities, evolving into a distinctive architectural identity that sets Louisiana apart from other parts of the United States. These traditions took root in a place unlike much of America—a colony and later state that fostered a significant population of free people of color, many of mixed African and European descent. For these Creoles of Color, the building trades were more than a means of survival; they became a path to wealth, independence, and social mobility in an era when African-descended people faced severe restrictions across much of the country. The film illuminates how African and European influences merged in Louisiana's architecture through both technique and artistry. From finely crafted ironwork and ornate plaster details to expertly constructed homes and public buildings, the contributions of these Black and Creole artisans helped define Louisiana’s unique built environment. Yet their names and stories are often absent from history books, their contributions underrecognized and at risk of being forgotten. Butler Housing Company Coldwell Banker Historic Homes Group",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174777464%2F15028871807%2F1%2Foriginal.20260113-210445?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=9889d7287ee188fcf3cbe7fae0900c25,04/16/2026,07:00 PM,04/16/2026,09:30 PM,"Third Street Theater, Phoenix Center for the Arts",1202 North 3rd Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/ancestral-artistry-2026-arizona-architectural-film-showcase-tickets-1980499313761
