Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
T&T Construction Open,"T&T Construction Open - Golf Tournament We are excited to be back hosting our 28th annual Golf Tournament. You guys/gals and your generosity make this a great tournament. We are looking forward to providing the Fountain Hills High School sports programs with a much-needed boost to their funding. The As before, this tournament’s purpose is to raise money for the Fountain Hills High School Lady Falcon’s Softball program, the Fountain Hills High School Lady Falcon’s Volleyball program and the Fountain Hills Wrestling program. In 2025, through your generosity, we were able to raise over T&T Construction",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175354480%2F2034486225733%2F1%2Foriginal.20260120-170650?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=7e72dd9569908b9d57695d7c570c1350,04/24/2026,07:30 AM,04/24/2026,,Arizona Grand Golf Course,Arizona Grand Parkway,Phoenix,AZ,85044,https://eventbrite.com/e/tt-construction-open-tickets-1981013450558
Arizona Safe Patient Handling Summit 2026,"Join our Safe Patient Handling event! Master care techniques, reduce risks, earn Nursing and APTA credits, and transform patient care. 🌟 🚀 🔍 💪 🔍 🌈 📚 🎉 Join us for this exhilarating event where learning, skill-building, and professional growth come together in a celebration of safe patient handling! 🌟 Provider approved by the California Board of Registered Nursing, Provider # 17497, Contact Hours It is the certified professional’s responsibility to retain this document for a period of 7 years after the course is completed. Craigmile Health Solutions LLC, 119 County Rt 6, Phoenix, NY 13135",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F660808509%2F16349302571%2F1%2Foriginal.20231219-144050?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C25%2C800%2C400&s=4940b5cd04cea6d76ef6704d3cbff92c,04/30/2026,07:30 AM,04/30/2026,04:30 PM,GateWay Community College-18th Street,555 North 18th Street,Phoenix,AZ,85006,https://eventbrite.com/e/arizona-safe-patient-handling-summit-2026-tickets-1980572246906
22nd Annual Kappa League Scholarship and Awards Showcase,"Get ready for the 22nd Annual Kappa League Scholarship and Awards Showcase - a night of celebrating achievements and supporting education! Kappa League is not just an organization; it's a movement dedicated to empowering young men across the valley. Through mentorship, career opportunities, and exposure, Kappa League instills values of leadership, personal growth, and academic excellence in its members. Our program brings together successful men with 6th – 12th grade male students from diverse backgrounds, nurturing their potential and guiding them towards a brighter future. The Annual Kappa League Showcase is the end-of-year celebration highlighting the accomplishments of the Kappa League Scholars. It serves as an opportunity for the Scholars to showcase skills they've learned during the program. It's also an opportunity to raise funds for the Kappa League program to ensure the programs continued success Da’Shaun Holmes, a proud native of St. Petersburg, FL, is a shining example of what focus, drive, and a passion for learning can accomplish. At The Canterbury School of Florida, he distinguished himself early—excelling academically while actively contributing to organizations such as Mu Alpha Theta and the Science National Honor Society. With a clear vision for his future, Da’Shaun pursued Mechanical Engineering at Florida Atlantic University, where his dedication and ingenuity quickly set him apart. In December 2023, he earned his bachelor’s degree and made history at FAU’s Senior Design Showcase, becoming the first student to win both the People’s Choice Award and the Judge’s Choice Award for his innovative senior project. Before crossing the graduation stage, Da’Shaun was selected for a competitive internship with Honeywell Aerospace in Phoenix, AZ, where he trained as an Advanced Manufacturing Engineer. His performance led to a full-time offer in his hometown—but his ambition didn’t stop there. Recognizing where he could make the greatest impact, Da’Shaun returned to Arizona, earning a promotion and continuing to excel in his engineering career. Today, Da’Shaun not only stands as a rising leader in aerospace engineering but also as a proud member of Kappa Alpha Psi Fraternity, Inc., embracing excellence, achievement, and service in everything he pursues",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175600509%2F2118214731093%2F1%2Foriginal.20260122-222935?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.498&fp-y=0.363&s=58f93443863ee6e7cdb3eba446685891,05/16/2026,06:00 PM,05/16/2026,09:00 PM,George Washington Carver Museum and Cultural Center,415 East Grant Street,Phoenix,AZ,85004,https://eventbrite.com/e/22nd-annual-kappa-league-scholarship-and-awards-showcase-tickets-1977564687214
Drifting Roots,"Drifting Roots w/ special guests The Tones, and The Conveyors",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174077589%2F269527761274%2F1%2Foriginal.20260106-053322?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f1d0ddf06ad15ebff25d704d4f9734b2,05/07/2026,07:30 PM,05/07/2026,,Last Exit Live,717 S. Central Ave,Phoenix,AZ,85004,https://eventbrite.com/e/drifting-roots-tickets-1979840008762
Tarot Curd: A Cheese & Card Reading,"An unusual pairing or a divine match? Tarot and cheese have more in common than you think! Ever wonder what your cheese says about you? (Us neither, until now.) Join us for an evening where ancient mysticism meets artisan dairy - because why shouldn't cheese have its fortune told? We're pairing six spectacular American cheeses with Major Arcana tarot cards, exploring the stories, personalities, and straight-up magic in each wheel. Pull a card at the door. Find your cheese on the board. Taste your way through fresh chèvre innocence, cave-aged wisdom, and the beautiful chaos of blue mold breaking through. We'll talk about transformation, partnership, disruption, and joy - all through the lens of really, really good cheese. No tarot experience needed. No cheese expertise required. Just bring your curiosity and maybe a sense of humor about the whole thing. This is mysticism you can eat. Fortune-telling you can taste. The Whey of the Cards. Space is limited to keep things intimate. Grab your spot before they vanish into the ether (or, you know, sell out).",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176691315%2F924957775553%2F1%2Foriginal.20260204-173159?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=1f610a71dc0a312991be707493e22d4d,04/25/2026,07:00 PM,04/25/2026,08:30 PM,Shea Cheese Lounge,10880 North 32nd Street,UNIT 21 Phoenix,AZ,85028,https://eventbrite.com/e/tarot-curd-a-cheese-card-reading-tickets-1982366471480?aff=ebdssbdestsearch&_gl=1*1oiiecd*_up*MQ..*_ga*Njg3MTU4MjA0LjE3NzYzMTcwMzk.*_ga_TQVES5V6SH*czE3NzYzMTcwMzgkbzEkZzAkdDE3NzYzMTcwMzgkajYwJGwwJGgw
"The Choirs at Phoenix College present ""Coronation""","The last performance of the season features the stately and iconic ""Coronation Mass"" and the Piano Concert No. 14 by Wolfgang Amadeus Mozart",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1060916123%2F104462088559%2F1%2Foriginal.20250626-050430?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=88f167361e3a4d108273a2c0461c7f8a,05/05/2026,07:30 PM,05/05/2026,09:00 PM,Bulpitt Auditorium,1202 West Thomas Road,Phoenix,AZ,85013,https://eventbrite.com/e/the-choirs-at-phoenix-college-present-coronation-tickets-1435970258699
TECHSPO Phoenix 2026 Technology Expo (Internet ~ AdTech ~ MarTech),"TECHSPO Phoenix Technology Expo (Internet ~ Mobile ~ AdTech ~ MarTech ~ SaaS) - June 11 - 12, 2026 - Phoenix, AZ Step into the future at Here’s why you can’t miss it: Now in its Alongside TECHSPO, attendees also have exclusive access to 👉 For complete event details, visit: Get ready to explore these exciting zones at The Visitor Pass does NOT include: The Training Pass does NOT include: The All Access Pass does NOT include: For the best onsite experience a 1-Day Training Pass, 2-Day All Access Pass or 2-Day VIP Pass is recommended. Are you ready to experience ⚡",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1165052763%2F167645577512%2F1%2Foriginal.20251029-020118?w=600&auto=format%2Ccompress&q=75&sharp=10&s=0d725eb338dbb4c21b46eeaf82966ecd,06/11/2026,09:00 AM,06/12/2026,04:00 PM,Hyatt Regency Phoenix,122 North 2nd Street,Phoenix,AZ,85004,https://eventbrite.com/e/techspo-phoenix-2026-technology-expo-internet-adtech-martech-tickets-1653506605769
PHOENIX LOCK & KEY SINGLES PARTY Age 35-50 ♥ Arizona at PROVISION,"Woman gets locks, men get keys, unlock & meet your match! New friends, Romance, maybe the LOVE of Your Life! The ORIGINAL TRADEMARKED EVENT. Single women get a lock, single men get a key. Meet and mingle as you try to unlock and win prize tickets - but the real prize is all the great people you'll meet as you try to match with everyone in the room. You'll meet 20-50 potential matches of the opposite gender. Make new friends, meet your match....or just have a great time! You'll meet way more people than at speed dating, and you can talk to those you like for as long as you like. We are THE Lock and Key Event you've heard about! So get your ticket - and maybe one for a friend - then meet us there to Unlock Your Possibilities... Lock and Key is the perfect icebreaker. It's like no other party you've attended! What a great way to unwind after a long work week...or kick off a night on the town! This is the REAL, Trademarked, Lock & Key Singles Event! We've been bringing people together Since 2001 with our fun singles parties, Speed Dating, and Lock & Key singles mixers -- come see who YOU'LL meet! TRADEMARK: This is a great party and others want to try it, but we caution anyone attempting to promote their own lock and key or confusingly similar products or services. We will prosecute infringement anywhere in the USA. Lock and Key®/Lock & Key®/Lock N Key® are federally registered trademarks of Lock and Key Events and we reserve the right to restrict the use of the concept, OR A CONFUSINGLY SIMILAR CONCEPT OR NAME, in association with confusingly similar products or services.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176619792%2F1790696752063%2F1%2Foriginal.20260203-230023?w=600&auto=format%2Ccompress&q=75&sharp=10&s=25f1efe4fd85f03c3c785d5bbe58c713,04/24/2026,06:30 PM,04/24/2026,08:30 PM,PROVISION,711 E Missouri Ave,Ste 115 Phoenix,AZ,85014,https://eventbrite.com/e/phoenix-lock-key-singles-party-age-35-50-arizona-at-provision-tickets-1982318153961?aff=ebdssbdestsearch&_gl=1*1oiiecd*_up*MQ..*_ga*Njg3MTU4MjA0LjE3NzYzMTcwMzk.*_ga_TQVES5V6SH*czE3NzYzMTcwMzgkbzEkZzAkdDE3NzYzMTcwMzgkajYwJGwwJGgw
PHOENIX LOCK & KEY SINGLES PARTY Age 30+ ♥ Arizona at PROVISION,"Woman gets locks, men get keys, unlock & meet your match! New friends, Romance, maybe the LOVE of Your Life! The ORIGINAL TRADEMARKED EVENT. Single women get a lock, single men get a key. Meet and mingle as you try to unlock and win prize tickets - but the real prize is all the great people you'll meet as you try to match with everyone in the room. You'll meet 20-50 potential matches of the opposite gender. Make new friends, meet your match....or just have a great time! You'll meet way more people than at speed dating, and you can talk to those you like for as long as you like. We are THE Lock and Key Event you've heard about! So get your ticket - and maybe one for a friend - then meet us there to Unlock Your Possibilities... Lock and Key is the perfect icebreaker. It's like no other party you've attended! What a great way to unwind after a long work week...or kick off a night on the town! This is the REAL, Trademarked, Lock & Key Singles Event! We've been bringing people together Since 2001 with our fun singles parties, Speed Dating, and Lock & Key singles mixers -- come see who YOU'LL meet! TRADEMARK: This is a great party and others want to try it, but we caution anyone attempting to promote their own lock and key or confusingly similar products or services. We will prosecute infringement anywhere in the USA. Lock and Key®/Lock & Key®/Lock N Key® are federally registered trademarks of Lock and Key Events and we reserve the right to restrict the use of the concept, OR A CONFUSINGLY SIMILAR CONCEPT OR NAME, in association with confusingly similar products or services.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176619792%2F1790696752063%2F1%2Foriginal.20260203-230023?w=600&auto=format%2Ccompress&q=75&sharp=10&s=25f1efe4fd85f03c3c785d5bbe58c713,07/10/2026,06:30 PM,07/10/2026,08:30 PM,PROVISION,711 E Missouri Ave,Ste 115 Phoenix,AZ,85014,https://eventbrite.com/e/phoenix-lock-key-singles-party-age-30-arizona-at-provision-tickets-1982319623356?aff=ebdssbdestsearch&_gl=1*1fsk7u6*_up*MQ..*_ga*Njg3MTU4MjA0LjE3NzYzMTcwMzk.*_ga_TQVES5V6SH*czE3NzYzMTcwMzgkbzEkZzAkdDE3NzYzMTcwMzgkajYwJGwwJGgw
Couples Workshop-Hold Me Tight®,"Couples will learn to overcome negative stuck spots, communicate for closeness and care, and heal relational hurts and injuries. Our Hold Me Tight® Workshop for Couples is based on Attachment Theory, Emotionally Focused Couples Therapy, and the international best-selling book ""Hold Me Tight: Seven Conversations for a Lifetime of Love"" by Dr. Sue Johnson. In our workshop, you will learn what is at the root of most conflicts between you and your partner, and how to change those moments through a proven method that all couples can do. Investing in a couples workshop as a new couple, engaged or newlywed pair is one of the most proactive and rewarding steps you can take for your relationship. These workshops equip you with tools to navigate challenges, communicate effectively, and build a strong foundation rooted in mutual understanding and respect. Think of it as preventative care for your love—addressing potential issues before they arise and fostering a deeper connection that lasts. Prioritize this relationship early!**This is also a great gift to consider for loved ones and family members who are wanting to learn about creating healthy relationship foundations but might not have the resources to attend** For couples who have been together for years, a couples workshop can reignite the spark and strengthen the connection that first brought you together. Over time, life’s demands can lead to communication gaps or unspoken frustrations, but this workshop provides a safe and supportive space to reconnect. You’ll learn new strategies to deepen intimacy, resolve conflicts, and rediscover the joy in your partnership. Whether you’re navigating a rough patch or simply seeking to grow together, this experience can breathe new life into your relationship, fostering a bond that’s resilient and more fulfilling than ever. You will not be doing large group sharing as much as having private conversations with your partner and the two of you have an option to utilize the therapists that are assisting to help with these conversations. This workshop will be facilitated by Michelle Hildt and the Therapy With Heart Team. Hold Me Tight® is a registered trademark to Sue Johnson",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F542334609%2F132187112645%2F1%2Foriginal.20230624-204645?w=600&auto=format%2Ccompress&q=75&sharp=10&s=073e65436fbc8b4884f1b77d2ec23804,04/24/2026,05:00 PM,04/25/2026,04:30 PM,Fuller Seminary Arizona,1110 East Missouri Avenue,530 Phoenix,AZ,85014,https://eventbrite.com/e/couples-workshop-hold-me-tight-tickets-1980153496412?aff=ebdssbdestsearch&_gl=1*c8awow*_up*MQ..*_ga*Njg3MTU4MjA0LjE3NzYzMTcwMzk.*_ga_TQVES5V6SH*czE3NzYzMTcwMzgkbzEkZzAkdDE3NzYzMTcwMzgkajYwJGwwJGgw
HARLOW ROAD//901KRUEGER//NOTLEWY//NORMALIKE LIVE @ CANDY AND RECORDS!!!,COME HANG OUT IN PHOENIX!!!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177750196%2F2614481333281%2F1%2Foriginal.20260217-181449?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.525&fp-y=0.02&s=88aa3ee165e2af1eb3940f025dc9a6b9,05/31/2026,07:00 PM,05/31/2026,10:00 PM,9402 N Central Ave suite 8a,9402 North Central Avenue,suite 8a Phoenix,AZ,85020,https://eventbrite.com/e/harlow-road901kruegernotlewynormalike-live-candy-and-records-tickets-1982610460257?aff=ebdssbdestsearch&_gl=1*c8awow*_up*MQ..*_ga*Njg3MTU4MjA0LjE3NzYzMTcwMzk.*_ga_TQVES5V6SH*czE3NzYzMTcwMzgkbzEkZzAkdDE3NzYzMTcwMzgkajYwJGwwJGgw
Fantastic,"High energy warehouse event featuring top house and EDM DJ's, dancers, fire performers, and immersive vibes until sunrise. Step into a high energy warehouse experience designed to bring people together through music, movement, and connection. This is a Three stage event featuring a powerful collaboration of nightlife producers, promoters, and DJ's delivering house, EDM, and late-night circuit energy from 10PM until sunrise. The mainstage will deliver the heartbeat of the night, while a transformed party bus stage offers an intimate high intensity dance experience, and a Big Black Bus Stage will provide a karaoke escape to live your best popstar life. Throughout the evening and early morning attendees can expect: Gogo performers Fire performers A fully immersed lighting experience Food and Beverage trucks Pop-up venders Outdoor space This event is about more than muisc. It is about creating a safe, inclusive space where different communities intersect, house heads, ravers, circuit lovers, allies, and newcomers alike. Come dressed to express. Come ready to move. Come ready to connect. This is not just a party. It's a moment. It's new memories made for a lifetime.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179629819%2F2993726637568%2F1%2Foriginal.20260311-203008?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.027&fp-y=0.75&s=11c39bf2204657cbbfa5394e2ee4a6b2,05/08/2026,10:00 PM,05/09/2026,06:00 AM,The Fillmore,2130 West Fillmore Street,Phoenix,AZ,85009,https://eventbrite.com/e/fantastic-tickets-1984203316533
Somatic Healing: ONLINE Breathwork for Spiritual Growth & Transformation,"Join us for an online Circular Connected Breathwork session to release trauma, calm the nervous system, and restore inner peace. Feeling overwhelmed, stressed, or disconnected from yourself? Ready to experience profound transformation and unlock your inner potential? Join us for this transformative online breathwork event and experience the incredible benefits for yourself! This is a perfect opportunity to experience the Breath of Gold® community and connect with others on a similar journey. Many clients report experiencing the equivalent of 10 years of therapy in just one session. Circular connected breath is a powerful breathing technique that promotes deep healing and transformation by connecting the inhale and exhale in a continuous flow. It helps release unprocessed emotions, increase energy flow, and enhance self-awareness. Adrienne Rivera is the founder of Breath of Gold®, known for its Quote from John Assaraf: """,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F980425463%2F352690007373%2F1%2Foriginal.20250311-021522?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.489583333333&fp-y=0.431226765799&s=d1617c2a787cf56030bd152fffd45186,Multiple dates,,,,Phoenix,-,- Phoenix,AZ,0000,https://eventbrite.com/e/somatic-healing-online-breathwork-for-spiritual-growth-transformation-tickets-1278989685579?aff=ebdssbdestsearch&_gl=1*qs3bpq*_up*MQ..*_ga*MTIwNzc1NTExOS4xNzc2MzE3MzA0*_ga_TQVES5V6SH*czE3NzYzMTczMDMkbzEkZzAkdDE3NzYzMTczMDMkajYwJGwwJGgw
