Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
"NASW Arizona Annual Conference May 8th, 2026","Join us in-person ONLY for our annual conference on Friday, May 8th! The tentative timeline is below. Note there is NO VIRTUAL option.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1129557023%2F468170410993%2F1%2Foriginal.20250919-182554?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e6fab29d19bfa0a67b26e1fe59afb4c,05/08/2026,07:00 AM,05/08/2026,05:00 PM,Desert Willow Conference Center,4340 East Cotton Center Boulevard,Phoenix,AZ,85040,https://eventbrite.com/e/nasw-arizona-annual-conference-may-8th-2026-tickets-1596360590499
T&T Construction Open,"T&T Construction Open - Golf Tournament We are excited to be back hosting our 28th annual Golf Tournament. You guys/gals and your generosity make this a great tournament. We are looking forward to providing the Fountain Hills High School sports programs with a much-needed boost to their funding. The As before, this tournament’s purpose is to raise money for the Fountain Hills High School Lady Falcon’s Softball program, the Fountain Hills High School Lady Falcon’s Volleyball program and the Fountain Hills Wrestling program. In 2025, through your generosity, we were able to raise over T&T Construction",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175354480%2F2034486225733%2F1%2Foriginal.20260120-170650?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=7e72dd9569908b9d57695d7c570c1350,04/24/2026,07:30 AM,04/24/2026,,Arizona Grand Golf Course,Arizona Grand Parkway,Phoenix,AZ,85044,https://eventbrite.com/e/tt-construction-open-tickets-1981013450558
Arizona Safe Patient Handling Summit 2026,"Join our Safe Patient Handling event! Master care techniques, reduce risks, earn Nursing and APTA credits, and transform patient care. 🌟 🚀 🔍 💪 🔍 🌈 📚 🎉 Join us for this exhilarating event where learning, skill-building, and professional growth come together in a celebration of safe patient handling! 🌟 Provider approved by the California Board of Registered Nursing, Provider # 17497, Contact Hours It is the certified professional’s responsibility to retain this document for a period of 7 years after the course is completed. Craigmile Health Solutions LLC, 119 County Rt 6, Phoenix, NY 13135",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F660808509%2F16349302571%2F1%2Foriginal.20231219-144050?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C25%2C800%2C400&s=4940b5cd04cea6d76ef6704d3cbff92c,04/30/2026,07:30 AM,04/30/2026,04:30 PM,GateWay Community College-18th Street,555 North 18th Street,Phoenix,AZ,85006,https://eventbrite.com/e/arizona-safe-patient-handling-summit-2026-tickets-1980572246906
22nd Annual Kappa League Scholarship and Awards Showcase,"Get ready for the 22nd Annual Kappa League Scholarship and Awards Showcase - a night of celebrating achievements and supporting education! Kappa League is not just an organization; it's a movement dedicated to empowering young men across the valley. Through mentorship, career opportunities, and exposure, Kappa League instills values of leadership, personal growth, and academic excellence in its members. Our program brings together successful men with 6th – 12th grade male students from diverse backgrounds, nurturing their potential and guiding them towards a brighter future. The Annual Kappa League Showcase is the end-of-year celebration highlighting the accomplishments of the Kappa League Scholars. It serves as an opportunity for the Scholars to showcase skills they've learned during the program. It's also an opportunity to raise funds for the Kappa League program to ensure the programs continued success Da’Shaun Holmes, a proud native of St. Petersburg, FL, is a shining example of what focus, drive, and a passion for learning can accomplish. At The Canterbury School of Florida, he distinguished himself early—excelling academically while actively contributing to organizations such as Mu Alpha Theta and the Science National Honor Society. With a clear vision for his future, Da’Shaun pursued Mechanical Engineering at Florida Atlantic University, where his dedication and ingenuity quickly set him apart. In December 2023, he earned his bachelor’s degree and made history at FAU’s Senior Design Showcase, becoming the first student to win both the People’s Choice Award and the Judge’s Choice Award for his innovative senior project. Before crossing the graduation stage, Da’Shaun was selected for a competitive internship with Honeywell Aerospace in Phoenix, AZ, where he trained as an Advanced Manufacturing Engineer. His performance led to a full-time offer in his hometown—but his ambition didn’t stop there. Recognizing where he could make the greatest impact, Da’Shaun returned to Arizona, earning a promotion and continuing to excel in his engineering career. Today, Da’Shaun not only stands as a rising leader in aerospace engineering but also as a proud member of Kappa Alpha Psi Fraternity, Inc., embracing excellence, achievement, and service in everything he pursues",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175600509%2F2118214731093%2F1%2Foriginal.20260122-222935?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.498&fp-y=0.363&s=58f93443863ee6e7cdb3eba446685891,05/16/2026,06:00 PM,05/16/2026,09:00 PM,George Washington Carver Museum and Cultural Center,415 East Grant Street,Phoenix,AZ,85004,https://eventbrite.com/e/22nd-annual-kappa-league-scholarship-and-awards-showcase-tickets-1977564687214
NRG's Annual Spring Showcase 2026: UNDER THE BIG TOP,"THE EVENT of the SEASON! NRG Ballroom invites you to join your fellow dancers, friends and family for an evening of spectacular dancing! 5:15pm Doors Open 5:30pm – 6:15pm VIP Buffet Dinner 6:15pm - 7pm Social Dancing 6:30pm Doors Open for General Admission Ticket Holders 7pm Showcase Starts - Front Row and Second Row Assigned Table Seating - Buffet Dinner - Dessert Bar - Assigned Chair seating along the walls - Dessert Bar -Doors open at 6:30pm For more info contact the studio: (480) 777 8877 / nrgballroom@gmail.com",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177646821%2F197345455480%2F1%2Foriginal.20260216-172702?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=bdc997d3507dba518f108a1833ab6d1e,04/18/2026,05:30 PM,04/18/2026,10:00 PM,NRG Ballroom,931 E Elliot Rd STe 101,Tempe,,85284,https://eventbrite.com/e/nrgs-annual-spring-showcase-2026-under-the-big-top-tickets-1983275869514
Drifting Roots,"Drifting Roots w/ special guests The Tones, and The Conveyors",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174077589%2F269527761274%2F1%2Foriginal.20260106-053322?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f1d0ddf06ad15ebff25d704d4f9734b2,05/07/2026,07:30 PM,05/07/2026,,Last Exit Live,717 S. Central Ave,Phoenix,AZ,85004,https://eventbrite.com/e/drifting-roots-tickets-1979840008762
"The Choirs at Phoenix College present ""Coronation""","The last performance of the season features the stately and iconic ""Coronation Mass"" and the Piano Concert No. 14 by Wolfgang Amadeus Mozart",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1060916123%2F104462088559%2F1%2Foriginal.20250626-050430?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=88f167361e3a4d108273a2c0461c7f8a,05/05/2026,07:30 PM,05/05/2026,09:00 PM,Bulpitt Auditorium,1202 West Thomas Road,Phoenix,AZ,85013,https://eventbrite.com/e/the-choirs-at-phoenix-college-present-coronation-tickets-1435970258699
TECHSPO Phoenix 2026 Technology Expo (Internet ~ AdTech ~ MarTech),"TECHSPO Phoenix Technology Expo (Internet ~ Mobile ~ AdTech ~ MarTech ~ SaaS) - June 11 - 12, 2026 - Phoenix, AZ Step into the future at Here’s why you can’t miss it: Now in its Alongside TECHSPO, attendees also have exclusive access to 👉 For complete event details, visit: Get ready to explore these exciting zones at The Visitor Pass does NOT include: The Training Pass does NOT include: The All Access Pass does NOT include: For the best onsite experience a 1-Day Training Pass, 2-Day All Access Pass or 2-Day VIP Pass is recommended. Are you ready to experience ⚡",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1165052763%2F167645577512%2F1%2Foriginal.20251029-020118?w=600&auto=format%2Ccompress&q=75&sharp=10&s=0d725eb338dbb4c21b46eeaf82966ecd,06/11/2026,09:00 AM,06/12/2026,04:00 PM,Hyatt Regency Phoenix,122 North 2nd Street,Phoenix,AZ,85004,https://eventbrite.com/e/techspo-phoenix-2026-technology-expo-internet-adtech-martech-tickets-1653506605769
Fantastic,"High energy warehouse event featuring top house and EDM DJ's, dancers, fire performers, and immersive vibes until sunrise. Step into a high energy warehouse experience designed to bring people together through music, movement, and connection. This is a Three stage event featuring a powerful collaboration of nightlife producers, promoters, and DJ's delivering house, EDM, and late-night circuit energy from 10PM until sunrise. The mainstage will deliver the heartbeat of the night, while a transformed party bus stage offers an intimate high intensity dance experience, and a Big Black Bus Stage will provide a karaoke escape to live your best popstar life. Throughout the evening and early morning attendees can expect: Gogo performers Fire performers A fully immersed lighting experience Food and Beverage trucks Pop-up venders Outdoor space This event is about more than muisc. It is about creating a safe, inclusive space where different communities intersect, house heads, ravers, circuit lovers, allies, and newcomers alike. Come dressed to express. Come ready to move. Come ready to connect. This is not just a party. It's a moment. It's new memories made for a lifetime.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179629819%2F2993726637568%2F1%2Foriginal.20260311-203008?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.027&fp-y=0.75&s=11c39bf2204657cbbfa5394e2ee4a6b2,05/08/2026,10:00 PM,05/09/2026,06:00 AM,The Fillmore,2130 West Fillmore Street,Phoenix,AZ,85009,https://eventbrite.com/e/fantastic-tickets-1984203316533
9th Arizona School IPM Conference In Person,"An event for anyone involved or interested in safe and effective pest management in community environments. The conference is a great opportunity for continuing education, professional development and networking for all persons who live and work in community environments (schools and institutions, landscape, turf, parks and rec, and more. This year, we don't have the Indoor and Outdoor tracks. Instead, both days will have talks that apply to all community environments. Choose the day(s) that work best for you. Check out our agendas to make your choices. View agendas here:",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F709274069%2F618125308563%2F1%2Foriginal.20240301-164431?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1800%2C900&s=622492890777ab806e5a26450f1444bd,04/21/2026,07:00 AM,04/22/2026,03:30 PM,"Cooperative Extension Office, Phoenix",4341 E Broadway Rd.,Phoenix,AZ,85040,https://eventbrite.com/e/9th-arizona-school-ipm-conference-in-person-tickets-1983820789384
"P.L.A.N. Appraiser & Umpire Certification Course, Phoenix Arizona",Join The Property Loss Appraisal Network May 4th -May 8th 2026 as we battle the Wild Wild West of Appraisal in Phoenix AZ. ********************************************************************************************************,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F392227149%2F157088796733%2F1%2Foriginal.20220812-015933?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C62%2C2000%2C1000&s=5641ccedc9703d14a7b721e1926a2378,05/04/2026,08:30 AM,05/08/2026,05:30 PM,Hilton Phoenix Airport,2435 South 47th Street,Phoenix,AZ,85034,https://eventbrite.com/e/plan-appraiser-umpire-certification-course-phoenix-arizona-tickets-1335424483579
2026 Women Who Lead Summit,"Vanguard Veteran hosts this hybrid summit for veterans & non-veterans to connect, share insights, and grow as leaders and professionals. Designed to empower women at every stage, this summit is a space to connect with trailblazers and changemakers, exchange insights that spark growth, and sharpen the skills that will elevate not only your journey, but also the lives of those you serve. Whether you’re an experienced entrepreneur, building something new, or a professional advancing in your career, you’ll leave inspired, equipped, and ready to lead from a place of authenticity and strength. Together, we rise, we lead, and we influence—always. Whether you attend in person or virtually, attendees can expect breakout sessions, vibrant discussions, and a keynote from ____",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1141438813%2F1074967937283%2F1%2Foriginal.20251001-151421?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=41f9e61edefd09c286705d0f61c9efd7,05/28/2026,08:00 AM,05/28/2026,04:00 PM,Achieve,2114 East Achieve Way,Tempe,AZ,85281,https://eventbrite.com/e/2026-women-who-lead-summit-tickets-1758721335859
Coffee at the Capitol + Lunch & Learn: Lawmaker Panel,"Join ASBA for a full day of small business advocacy at the Arizona State Capitol. ASBA is Arizona’s small business ally at the State Legislature, working to ensure the voice of small business is heard on the issues that matter most. Start the day with Coffee at the Capitol, a casual outdoor gathering where small business owners, community leaders, legislators, and legislative staff can connect during the current legislative session. This free morning event is a great opportunity to build relationships, have meaningful conversations, and engage directly around the policy issues impacting Arizona’s small business community. Complimentary coffee and networking included. In the afternoon, continue the conversation with our Lunch & Learn: Lawmaker Panel, followed by an Advocacy Training led by ASBA’s new CEO, Steve Kaiser, former Arizona State Senator and public policy expert. This ticketed afternoon session will take place indoors and is limited to 40 attendees on a first-come, first-served basis. Lunch is included with the price of admission, and ASBA members receive a reduced ticket price.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176178493%2F188640354357%2F1%2Foriginal.20260129-171416?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=d85d3f458729a52c318d52096f4bef1a,04/16/2026,09:00 AM,04/16/2026,01:00 PM,Arizona State Capitol - Senate Lawn,1700 West Washington Street,Phoenix,AZ,85007,https://eventbrite.com/e/coffee-at-the-capitol-lunch-learn-lawmaker-panel-tickets-1981947205444
Dirty Bits Adult Storytelling Show!,"Eight storytellers share their most fantastic, bawdy, no holds barred, hilarious, R-rated stories. This local favorite is like no other show Dirty Bits is the Valley's first R-rated live storytelling show, featuring eight-minute curated stories for adults. We are Created and hosted by seasoned storyteller Carly Davis, and Improvisational theater guru Chris Hooper.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1061619203%2F49366455044%2F1%2Foriginal.20250627-003447?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=7602c6cae6ca6227c47637e5bab15ba0,04/17/2026,07:00 PM,04/17/2026,09:00 PM,Phoenix Center for the Arts,1202 North 3rd Street,Phoenix,AZ,85004,https://eventbrite.com/e/dirty-bits-adult-storytelling-show-tickets-1983891398578
AVPA Conference 2026,"Join us at the AVPA Conference 2026 for a day filled with networking, learning, and fun! This is an opportunity for Join us for an exciting event with engaging speakers, networking opportunities, fun, and lunch! The conference will be held at the Mark your calendars for OR",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F950183353%2F835122781913%2F1%2Foriginal.20250201-123851?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.489293878729&fp-y=0.458381537235&s=692663f672da35bf95fba86f890b6f25,05/01/2026,09:00 AM,05/01/2026,04:00 PM,University of Phoenix,4035 South Riverpoint Parkway,Phoenix,AZ,85040,https://eventbrite.com/e/avpa-conference-2026-tickets-1982400258538
Healthcare and Business Networking | Elevating Your Potential - Phoenix,"Strive welcomes you to 'Healthcare and Business Networking',an event for tenured and newcomers at The Grand!Event is 21+. Limited Tickets. Strive welcomes you to 'Healthcare and Business Networking', Phoenix's hottest networking event! We are set in the perfect central location in Downtown for all to join. Are you interested in healthcare and business? Want to elevate your career? Meet Medical Professionals, Consultants, Researchers, Pioneers in the Field, and more who are active in the space or are eager to get started. Pack some business cards and come with an open mind! Meet your future business partners, employers, coworkers, investors, and friends. You don't want to miss this opportunity to expand your network and create a brighter future. We will have a space for our event to check-in. The event will go from 6:00 PM - 8:00 PM(feel free to come at any point in this timeframe). Name tags will be provided. Business casual dress code. Job fair attire. We look forward to meeting you at the event! Sincerely, Strive Networking Team",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F920659133%2F2244249934723%2F1%2Foriginal.20241219-222707?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.483901515152&fp-y=0.512417218543&s=50de68ec8321c3b3e9331fd366f95877,04/29/2026,06:00 PM,04/29/2026,08:00 PM,The Grand,718 North Central Avenue,Phoenix,AZ,85004,https://eventbrite.com/e/healthcare-and-business-networking-elevating-your-potential-phoenix-tickets-1981591806436
First Friday Activation: Comic Pitch with Damon Begay,"Share your comics with local artists in a casual cafe setting, get real peer feedback, and leave with notes to improve your work. Meet other local comic artists by sharing your comics in either preproduction or printed. We'll set it up as a casual cafe setting allowing people to pick up your comics to read. Then everyone will be able to leave notes for everyone who submitted comics to be reviewed. By the end of the workshop you'll have real feedback on your comics. Bring you're portfolio and or printed comic!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176010361%2F176555301035%2F1%2Foriginal.20260127-234956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.505&fp-y=0.192&s=9141bac8f85d5fb83300109a9af64ec4,05/01/2026,06:00 PM,05/01/2026,08:00 PM,Phoenix Center for the Arts,1202 North 3rd Street,Phoenix,AZ,85004,https://eventbrite.com/e/first-friday-activation-comic-pitch-with-damon-begay-tickets-1981814678051
